date,var_mean,var_std
2002-01-05,-1.1917497,0.14667182
2002-01-10,-1.2877835,0.09929947
2002-01-15,-1.3424561,0.092025995
2002-01-20,-1.3739882,0.09211932
2002-01-25,-1.3993908,0.08796467
2002-01-30,-1.4212533,0.07926083
2002-02-04,-1.4382113,0.06834599
2002-02-09,-1.4532603,0.05955333
2002-02-14,-1.4667407,0.052597273
2002-02-19,-1.4761374,0.0501765
2002-02-24,-1.4846637,0.050415944
2002-03-01,-1.4945618,0.047305956
2002-03-06,-1.5012677,0.046793856
2002-03-11,-1.4981232,0.043509826
2002-03-16,-1.4872872,0.035371892
2002-03-21,-1.4964895,0.038728885
2002-03-26,-1.5041298,0.043170206
2002-03-31,-1.5071825,0.045349423
2002-04-05,-1.5129569,0.047767043
2002-04-10,-1.5166421,0.048501857
2002-04-15,-1.516036,0.04934106
2002-04-20,-1.5157529,0.05036628
2002-04-25,-1.5151731,0.0509919
2002-04-30,-1.5173584,0.05382312
2002-05-05,-1.5210239,0.053783003
2002-05-10,-1.5213437,0.052727707
2002-05-15,-1.5220261,0.051942933
2002-05-20,-1.5190173,0.053959392
2002-05-25,-1.5147331,0.05453445
2002-05-30,-1.5104685,0.055474088
2002-06-04,-1.5037982,0.05511751
2002-06-09,-1.4996051,0.055846285
2002-06-14,-1.496717,0.05928202
2002-06-19,-1.4895325,0.06615102
2002-06-24,-1.4736471,0.072322175
2002-06-29,-1.4750961,0.081969514
2002-07-04,-1.4530028,0.100756064
2002-07-09,-1.3885002,0.22492568
2002-07-14,-1.17629,0.50143147
2002-07-19,-0.8804602,0.7787188
2002-07-24,-0.29515597,0.9974545
2002-07-29,0.69171333,1.0390655
2002-08-03,1.6620615,1.1625116
2002-08-08,2.6101193,1.3024321
2002-08-13,3.4141572,1.4757464
2002-08-18,4.1614256,1.6796262
2002-08-23,4.858449,1.8607376
2002-08-28,5.368029,1.8508109
2002-09-02,5.9445786,1.8967108
2002-09-07,6.2983036,1.9128
2002-09-12,6.4287214,1.791875
2002-09-17,6.35366,1.7289064
2002-09-22,6.593976,1.6767384
2002-09-27,6.568652,1.5799114
2002-10-02,6.306102,1.2980535
2002-10-07,5.920221,1.0498626
2002-10-12,5.501411,0.7890213
2002-10-17,5.1202364,0.7629277
2002-10-22,4.607949,0.62438166
2002-10-27,4.366876,0.5339337
2002-11-01,3.857469,0.48776478
2002-11-06,3.2436254,0.51409096
2002-11-11,2.325334,0.6624251
2002-11-16,1.5422015,0.7522438
2002-11-21,0.83765113,0.8071221
2002-11-26,0.70129365,0.7163638
2002-12-01,0.118076935,0.63231736
2002-12-06,-0.6075771,0.39391926
2002-12-11,-1.0619447,0.18036243
2002-12-16,-1.2175943,0.12947959
2002-12-21,-1.3087429,0.093839504
2002-12-26,-1.3732644,0.078206874
2002-12-31,-1.4130908,0.077912465
2003-01-05,-1.442843,0.08212456
2003-01-10,-1.4620656,0.080405354
2003-01-15,-1.4783744,0.0839326
2003-01-20,-1.4836473,0.08219508
2003-01-25,-1.4937034,0.07774032
2003-01-30,-1.5014588,0.07519021
2003-02-04,-1.510368,0.072274394
2003-02-09,-1.52235,0.06854845
2003-02-14,-1.5276953,0.06958093
2003-02-19,-1.5316101,0.06847316
2003-02-24,-1.5370009,0.06773924
2003-03-01,-1.5399604,0.06637098
2003-03-06,-1.5437839,0.06510599
2003-03-11,-1.5463926,0.064124934
2003-03-16,-1.5493208,0.062863775
2003-03-21,-1.5523856,0.061005928
2003-03-26,-1.5541446,0.06089221
2003-03-31,-1.5589819,0.058769926
2003-04-05,-1.5617917,0.057458986
2003-04-10,-1.5602776,0.057184845
2003-04-15,-1.5601032,0.057337943
2003-04-20,-1.559717,0.056883484
2003-04-25,-1.5608746,0.056090463
2003-04-30,-1.5601056,0.056392927
2003-05-05,-1.558414,0.055688158
2003-05-10,-1.5551276,0.055624265
2003-05-15,-1.5490913,0.057725355
2003-05-20,-1.5430481,0.05992532
2003-05-25,-1.5383806,0.062337138
2003-05-30,-1.5335634,0.063214995
2003-06-04,-1.5311223,0.06105632
2003-06-09,-1.5316547,0.062363666
2003-06-14,-1.5265017,0.060678884
2003-06-19,-1.5160658,0.06528049
2003-06-24,-1.4973853,0.073576316
2003-06-29,-1.4820698,0.07953907
2003-07-04,-1.4658446,0.1310999
2003-07-09,-1.3371235,0.40382287
2003-07-14,-0.9964636,0.9807389
2003-07-19,-0.5128257,1.3691542
2003-07-24,0.122635834,1.8012882
2003-07-29,0.7379763,2.0606804
2003-08-03,1.6601471,2.2830687
2003-08-08,2.5831985,2.3486853
2003-08-13,3.426822,2.4471693
2003-08-18,4.18761,2.5000224
2003-08-23,4.614856,2.4497619
2003-08-28,4.695875,2.2270088
2003-09-02,5.1687427,2.1603067
2003-09-07,5.6549926,2.105323
2003-09-12,6.076525,2.1079202
2003-09-17,6.483352,2.2067423
2003-09-22,6.585835,2.1503403
2003-09-27,6.492941,1.9706012
2003-10-02,6.322388,1.6413732
2003-10-07,5.957141,1.2456334
2003-10-12,5.922029,1.0964783
2003-10-17,5.7226076,1.0739661
2003-10-22,5.310436,0.8351573
2003-10-27,4.910571,0.69259065
2003-11-01,4.4136944,0.5693575
2003-11-06,3.7140472,0.54123455
2003-11-11,3.0270557,0.59234905
2003-11-16,2.5845962,0.56731904
2003-11-21,2.402772,0.5173042
2003-11-26,1.668698,0.5997038
2003-12-01,0.9459744,0.68079245
2003-12-06,0.22523905,0.615726
2003-12-11,-0.2968867,0.51373273
2003-12-16,-0.8268193,0.30465335
2003-12-21,-1.1253729,0.20093042
2003-12-26,-1.2790134,0.12603514
2003-12-31,-1.3672571,0.067196846
2004-01-05,-1.4169563,0.058285825
2004-01-10,-1.4457092,0.056111407
2004-01-15,-1.4702284,0.049085367
2004-01-20,-1.4938911,0.050507963
2004-01-25,-1.5106685,0.051714968
2004-01-30,-1.524159,0.05170315
2004-02-04,-1.5327263,0.051434524
2004-02-09,-1.5383502,0.04951735
2004-02-14,-1.542887,0.047628026
2004-02-19,-1.5504484,0.04749334
2004-02-24,-1.5555596,0.04612261
2004-03-01,-1.560856,0.045581605
2004-03-06,-1.5660391,0.043425903
2004-03-11,-1.5698273,0.042102568
2004-03-16,-1.5713489,0.04220163
2004-03-21,-1.575494,0.039531015
2004-03-26,-1.5780841,0.037969336
2004-03-31,-1.5816598,0.036976267
2004-04-05,-1.58341,0.03612063
2004-04-10,-1.5902772,0.036762293
2004-04-15,-1.5904943,0.03731981
2004-04-20,-1.5899222,0.036541402
2004-04-25,-1.5899163,0.03618639
2004-04-30,-1.5879916,0.03556496
2004-05-05,-1.5884771,0.035873324
2004-05-10,-1.5871832,0.036053114
2004-05-15,-1.5841608,0.03555198
2004-05-20,-1.5814989,0.037565637
2004-05-25,-1.5791328,0.038166296
2004-05-30,-1.577142,0.03879747
2004-06-04,-1.5739408,0.039649814
2004-06-09,-1.568311,0.042083114
2004-06-14,-1.5632786,0.044676326
2004-06-19,-1.5577731,0.047114912
2004-06-24,-1.5569462,0.050293785
2004-06-29,-1.5412652,0.0522129
2004-07-04,-1.5363872,0.053161263
2004-07-09,-1.5340685,0.05575984
2004-07-14,-1.5041208,0.130684
