date,var_mean,var_std
2002-01-05,-1.1816242,0.15594158
2002-01-10,-1.2360538,0.09734248
2002-01-15,-1.2551243,0.08051457
2002-01-20,-1.2675167,0.07263657
2002-01-25,-1.2780312,0.06680818
2002-01-30,-1.2845485,0.060459975
2002-02-04,-1.2938907,0.053907223
2002-02-09,-1.303928,0.049661197
2002-02-14,-1.3120987,0.04714689
2002-02-19,-1.3184094,0.046956792
2002-02-24,-1.321374,0.046334352
2002-03-01,-1.3254812,0.046686884
2002-03-06,-1.3308651,0.04863733
2002-03-11,-1.3362385,0.049940903
2002-03-16,-1.3466593,0.0542171
2002-03-21,-1.346332,0.053247653
2002-03-26,-1.3472334,0.05322513
2002-03-31,-1.3459402,0.05204868
2002-04-05,-1.3433692,0.05129568
2002-04-10,-1.3457047,0.05308367
2002-04-15,-1.3422289,0.052924253
2002-04-20,-1.3390102,0.055611175
2002-04-25,-1.3403134,0.058664884
2002-04-30,-1.334454,0.059290364
2002-05-05,-1.3285828,0.06208397
2002-05-10,-1.3254999,0.0640598
2002-05-15,-1.3266248,0.06586035
2002-05-20,-1.3259597,0.067067094
2002-05-25,-1.3219607,0.06756526
2002-05-30,-1.3106549,0.068445206
2002-06-04,-1.298027,0.077118196
2002-06-09,-1.2649989,0.16028436
2002-06-14,-1.2592058,0.14297332
2002-06-19,-1.2571182,0.09380536
2002-06-24,-1.1339315,0.2198761
2002-06-29,-0.7748704,0.6622472
2002-07-04,0.4527133,1.1991763
2002-07-09,2.406606,1.4309677
2002-07-14,4.275628,1.6418594
2002-07-19,5.6756516,1.9044893
2002-07-24,6.752739,1.9787701
2002-07-29,7.9516263,2.1229818
2002-08-03,8.899782,2.2637916
2002-08-08,10.025436,2.326332
2002-08-13,10.70195,2.3862076
2002-08-18,11.499159,2.551828
2002-08-23,11.882811,2.4045937
2002-08-28,12.223253,2.3080356
2002-09-02,12.270887,2.178842
2002-09-07,12.314053,2.0609136
2002-09-12,11.974564,1.9826167
2002-09-17,11.467977,1.8511916
2002-09-22,11.565096,1.7056901
2002-09-27,11.176236,1.5939263
2002-10-02,10.199755,1.3660058
2002-10-07,8.997699,1.1183611
2002-10-12,7.6834784,0.7645083
2002-10-17,6.761004,0.59076875
2002-10-22,5.6496654,0.3939711
2002-10-27,4.8004985,0.27640304
2002-11-01,3.685059,0.32751966
2002-11-06,2.3885307,0.4825082
2002-11-11,0.7942556,0.7425032
2002-11-16,-0.2119303,0.80698806
2002-11-21,-0.6982673,0.6846848
2002-11-26,-0.76585597,0.5869315
2002-12-01,-0.9707618,0.32992506
2002-12-06,-1.143309,0.1643362
2002-12-11,-1.1959713,0.14942646
2002-12-16,-1.2078121,0.13560495
2002-12-21,-1.20409,0.12122109
2002-12-26,-1.2108098,0.11351269
2002-12-31,-1.2294067,0.11287446
2003-01-05,-1.2503471,0.113822825
2003-01-10,-1.2647485,0.11203194
2003-01-15,-1.2844098,0.11994039
2003-01-20,-1.2866838,0.118713506
2003-01-25,-1.2906663,0.116639696
2003-01-30,-1.2925113,0.11379051
2003-02-04,-1.2946107,0.110578425
2003-02-09,-1.3028895,0.11153031
2003-02-14,-1.3051472,0.109873146
2003-02-19,-1.305208,0.1078905
2003-02-24,-1.3076912,0.10635384
2003-03-01,-1.3098633,0.10567921
2003-03-06,-1.312477,0.10533683
2003-03-11,-1.3146344,0.10474185
2003-03-16,-1.3161461,0.104124516
2003-03-21,-1.3170362,0.104196444
2003-03-26,-1.3176824,0.103896454
2003-03-31,-1.3225406,0.10448565
2003-04-05,-1.3265482,0.10311858
2003-04-10,-1.3279394,0.101965524
2003-04-15,-1.3273869,0.1014499
2003-04-20,-1.3265642,0.100342415
2003-04-25,-1.3271269,0.09940425
2003-04-30,-1.3264326,0.09907496
2003-05-05,-1.3236847,0.09799546
2003-05-10,-1.32062,0.09845036
2003-05-15,-1.3133433,0.09969803
2003-05-20,-1.3000016,0.10162586
2003-05-25,-1.2908068,0.10414853
2003-05-30,-1.2685522,0.11340918
2003-06-04,-1.2530088,0.11494948
2003-06-09,-1.2396603,0.11878935
2003-06-14,-1.2202277,0.11978426
2003-06-19,-1.2070538,0.123715326
